0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3701	3699	3696	3692	3687	3681	3674	3666	3657	3647	3636	3624	3611	3597	3582	3566	3549	3531	3512	3492	3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	1104	1085	1066	1047	1027	1006	984	961	937	912	886	860	835	811	788	766	745	724	703	682	0
0	3700	3697	3693	3688	3682	3675	3667	3658	3648	3637	3625	3612	3598	3583	3567	3550	3532	3513	3493	3472	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	1122	1103	1084	1065	1046	1026	1005	983	960	936	911	885	859	834	810	787	765	744	723	702	0
0	3698	3694	3689	3683	3676	3668	3659	3649	3638	3626	3613	3599	3584	3568	3551	3533	3514	3494	3473	3451	3429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	1140	1121	1102	1083	1064	1045	1025	1004	982	959	935	910	884	858	833	809	786	764	743	722	0
0	3695	3690	3684	3677	3669	3660	3650	3639	3627	3614	3600	3585	3569	3552	3534	3515	3495	3474	3452	3430	3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	1157	1139	1120	1101	1082	1063	1044	1024	1003	981	958	934	909	883	857	832	808	785	763	742	0
0	3691	3685	3678	3670	3661	3651	3640	3628	3615	3601	3586	3570	3553	3535	3516	3496	3475	3453	3431	3409	3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	1173	1156	1138	1119	1100	1081	1062	1043	1023	1002	980	957	933	908	882	856	831	807	784	762	0
0	3686	3679	3671	3662	3652	3641	3629	3616	3602	3587	3571	3554	3536	3517	3497	3476	3454	3432	3410	3388	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	1189	1172	1155	1137	1118	1099	1080	1061	1042	1022	1001	979	956	932	907	881	855	830	806	783	0
0	3680	3672	3663	3653	3642	3630	3617	3603	3588	3572	3555	3537	3518	3498	3477	3455	3433	3411	3389	3367	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222	1205	1188	1171	1154	1136	1117	1098	1079	1060	1041	1021	1000	978	955	931	906	880	854	829	805	0
0	3673	3664	3654	3643	3631	3618	3604	3589	3573	3556	3538	3519	3499	3478	3456	3434	3412	3390	3368	3346	3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	1221	1204	1187	1170	1153	1135	1116	1097	1078	1059	1040	1020	999	977	954	930	905	879	853	828	0
0	3665	3655	3644	3632	3619	3605	3590	3574	3557	3539	3520	3500	3479	3457	3435	3413	3391	3369	3347	3325	3303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	1237	1220	1203	1186	1169	1152	1134	1115	1096	1077	1058	1039	1019	998	976	953	929	904	878	852	0
